0.1	0.1	0.15	0.65	0.3
0.09	0.15	0.4	0.1	0.66
0.1	0.1	0.43	0.29	0.56
0.1	0.1	0.52	0.78	0.34
0.2	0.2	0.7	0.3	0.6
0.2	0.29	0.25	0.49	0.56
0.18	0.3	0.37	0.12	0.66
0.1	0.27	0.31	0.29	0.65
0.12	0.245	0.75	0.31	0.59
0.19	0.38	0.38	0.49	0.45
0.14	0.49	0.55	0.29	0.6
0.18	0.33	0.61	0.64	0.25
0.17	0.36	0.8	0.14	0.66
0.1	0.39	0.75	0.31	0.62
0.09	0.51	0.02	0.18	0.67
0.23	0.7	0.19	0.51	0.45
0.18	0.72	0.37	0.29	0.55
0.2	0.52	0.36	0.84	0.25
0.09	0.6	0.66	0.19	0.59
0.06	0.77	0.72	0.19	0.56
0.15	0.79	0.78	0.3	0.51
0.24	0.58	0.76	0.8	0.28
0.29	0.06	0.19	0.55	0.51
0.3	0.08	0.4	0.02	0.67
0.27	0.12	0.37	0.29	0.58
0.3	0.2	0.52	0.3	0.53
0.295	0.25	0.26	0.12	0.67
0.315	0.32	0.29	0.29	0.62
0.29	0.3	0.52	0.09	0.67
0.258	0.28	0.64	0.29	0.56
0.32	0.255	0.55	0.78	0.34
0.29	0.25	0.29	0.29	0.57
0.3	0.27	0.31	0.31	0.54
0.29	0.3	0.56	0.25	0.67
0.26	0.28	0.6	0.29	0.59
0.305	0.255	0.63	0.4	0.54
0.32	0.27	0.52	0.81	0.3
0.295	0.59	0.29	0.31	0.55
0.285	0.64	0.18	0.61	0.45
0.28	0.78	0.44	0.17	0.66
0.3	0.85	0.54	0.25	0.83
0.295	0.6	0.72	0.88	0.28
0.4	0.18	0.26	0.26	0.67
0.4	0.12	0.41	0.1	0.65
0.41	0.18	0.33	0.31	0.5
0.41	0.09	0.58	0.18	0.58
0.42	0.15	0.66	0.78	0.4
0.44	0.08	0.8	0.22	0.56
0.42	0.21	0.87	0.56	0.48
0.43	0.305	0.51	0.09	0.64
0.44	0.32	0.55	0.33	0.52
0.45	0.299	0.63	0.36	0.51
0.465	0.258	0.73	0.18	0.59
0.475	0.32	0.79	0.31	0.54
0.385	0.26	0.76	0.84	0.3
0.34	0.4	0.38	0.2	0.61
0.43	0.38	0.62	0.33	0.49
0.46	0.44	0.89	0.12	0.66
0.46	0.64	0.22	0.22	0.6
0.44	0.69	0.61	0.29	0.57
0.445	0.7	0.82	0.16	0.64
0.37	0.6	0.77	0.4	0.5
0.6	0.14	0.22	0.11	0.66
0.78	0.15	0.38	0.18	0.63
0.64	0.09	0.33	0.65	0.5
0.7	0.18	0.88	0.09	0.66
0.75	0.015	0.78	0.31	0.53
0.78	0.27	0.13	0.14	0.62
0.8	0.29	0.06	0.31	0.51
0.76	0.258	0.07	0.83	0.34
0.72	0.32	0.48	0.2	0.6
0.51	0.255	0.55	0.17	0.64
0.77	0.267	0.59	0.78	0.28
0.79	0.28	0.88	0.2	0.66
0.68	0.27	0.78	0.31	0.57
0.71	0.475	0.13	0.23	0.59
0.73	0.43	0.32	0.12	0.65
0.66	0.38	0.55	0.15	0.62
0.62	0.37	0.81	0.13	0.64
0.52	0.44	0.82	0.3	0.52
0.64	0.55	0.15	0.18	0.63
0.62	0.62	0.24	0.65	0.25
0.62	0.67	0.39	0.1	0.66
0.72	0.6	0.45	0.79	0.45
0.68	0.63	0.65	0.09	0.66
0.56	0.6	0.6	0.31	0.5
0.78	0.61	0.71	0.19	0.6
0.5	0.75	0.81	0.61	0.26
